id,nombre_oficial,alias_busqueda,categoria,ciudad,tipo_busqueda,prioridad,lat,lng,fuente,notas
433,Kilometro 9 Avenida San Blas,kilometro 9 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
434,Kilometro 10,km 10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
435,Kilometro 10,km10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
436,Kilometro 10,kilometro 10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
437,Kilometro 10,k 10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
438,Kilometro 10,k10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
439,Kilometro 10,kilometro10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
440,Kilometro 10,10,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
441,Kilometro 10 Monday,km 10 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
442,Kilometro 10 Monday,km10 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
443,Kilometro 10 Monday,10 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
444,Kilometro 10 Monday,kilometro 10 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
445,Kilometro 10 Acaray,km 10 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
446,Kilometro 10 Acaray,km10 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
447,Kilometro 10 Acaray,10 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
448,Kilometro 10 Acaray,kilometro 10 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
449,Kilometro 10 Ruta Py02,km 10 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
450,Kilometro 10 Ruta Py02,km10 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
451,Kilometro 10 Ruta Py02,10 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
452,Kilometro 10 Ruta Py02,kilometro 10 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
453,Kilometro 10 Ruta 2,km 10 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
454,Kilometro 10 Ruta 2,km10 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
455,Kilometro 10 Ruta 2,10 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
456,Kilometro 10 Ruta 2,kilometro 10 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
457,Kilometro 10 Supercarretera,km 10 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
458,Kilometro 10 Supercarretera,km10 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
459,Kilometro 10 Supercarretera,10 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
460,Kilometro 10 Supercarretera,kilometro 10 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
461,Kilometro 10 Avenida San Blas,km 10 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
462,Kilometro 10 Avenida San Blas,km10 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
463,Kilometro 10 Avenida San Blas,10 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
464,Kilometro 10 Avenida San Blas,kilometro 10 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
465,Kilometro 11,km 11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
466,Kilometro 11,km11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
467,Kilometro 11,kilometro 11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
468,Kilometro 11,k 11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
469,Kilometro 11,k11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
470,Kilometro 11,kilometro11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
471,Kilometro 11,11,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
472,Kilometro 11 Monday,km 11 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
473,Kilometro 11 Monday,km11 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
474,Kilometro 11 Monday,11 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
475,Kilometro 11 Monday,kilometro 11 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
476,Kilometro 11 Acaray,km 11 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
477,Kilometro 11 Acaray,km11 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
478,Kilometro 11 Acaray,11 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
479,Kilometro 11 Acaray,kilometro 11 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
480,Kilometro 11 Ruta Py02,km 11 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
481,Kilometro 11 Ruta Py02,km11 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
482,Kilometro 11 Ruta Py02,11 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
483,Kilometro 11 Ruta Py02,kilometro 11 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
484,Kilometro 11 Ruta 2,km 11 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
485,Kilometro 11 Ruta 2,km11 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
486,Kilometro 11 Ruta 2,11 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
487,Kilometro 11 Ruta 2,kilometro 11 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
488,Kilometro 11 Supercarretera,km 11 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
489,Kilometro 11 Supercarretera,km11 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
490,Kilometro 11 Supercarretera,11 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
491,Kilometro 11 Supercarretera,kilometro 11 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
492,Kilometro 11 Avenida San Blas,km 11 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
493,Kilometro 11 Avenida San Blas,km11 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
494,Kilometro 11 Avenida San Blas,11 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
495,Kilometro 11 Avenida San Blas,kilometro 11 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
496,Kilometro 12,km 12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
497,Kilometro 12,km12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
498,Kilometro 12,kilometro 12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
499,Kilometro 12,k 12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
500,Kilometro 12,k12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
501,Kilometro 12,kilometro12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
502,Kilometro 12,12,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
503,Kilometro 12 Monday,km 12 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
504,Kilometro 12 Monday,km12 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
505,Kilometro 12 Monday,12 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
506,Kilometro 12 Monday,kilometro 12 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
507,Kilometro 12 Acaray,km 12 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
508,Kilometro 12 Acaray,km12 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
509,Kilometro 12 Acaray,12 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
510,Kilometro 12 Acaray,kilometro 12 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
511,Kilometro 12 Ruta Py02,km 12 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
512,Kilometro 12 Ruta Py02,km12 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
513,Kilometro 12 Ruta Py02,12 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
514,Kilometro 12 Ruta Py02,kilometro 12 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
515,Kilometro 12 Ruta 2,km 12 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
516,Kilometro 12 Ruta 2,km12 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
517,Kilometro 12 Ruta 2,12 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
518,Kilometro 12 Ruta 2,kilometro 12 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
519,Kilometro 12 Supercarretera,km 12 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
520,Kilometro 12 Supercarretera,km12 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
521,Kilometro 12 Supercarretera,12 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
522,Kilometro 12 Supercarretera,kilometro 12 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
523,Kilometro 12 Avenida San Blas,km 12 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
524,Kilometro 12 Avenida San Blas,km12 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
525,Kilometro 12 Avenida San Blas,12 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
526,Kilometro 12 Avenida San Blas,kilometro 12 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
527,Kilometro 13,km 13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
528,Kilometro 13,km13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
529,Kilometro 13,kilometro 13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
530,Kilometro 13,k 13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
531,Kilometro 13,k13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
532,Kilometro 13,kilometro13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
533,Kilometro 13,13,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
534,Kilometro 13 Monday,km 13 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
535,Kilometro 13 Monday,km13 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
536,Kilometro 13 Monday,13 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
537,Kilometro 13 Monday,kilometro 13 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
538,Kilometro 13 Acaray,km 13 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
539,Kilometro 13 Acaray,km13 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
540,Kilometro 13 Acaray,13 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
541,Kilometro 13 Acaray,kilometro 13 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
542,Kilometro 13 Ruta Py02,km 13 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
543,Kilometro 13 Ruta Py02,km13 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
544,Kilometro 13 Ruta Py02,13 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
545,Kilometro 13 Ruta Py02,kilometro 13 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
546,Kilometro 13 Ruta 2,km 13 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
547,Kilometro 13 Ruta 2,km13 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
548,Kilometro 13 Ruta 2,13 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
549,Kilometro 13 Ruta 2,kilometro 13 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
550,Kilometro 13 Supercarretera,km 13 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
551,Kilometro 13 Supercarretera,km13 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
552,Kilometro 13 Supercarretera,13 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
553,Kilometro 13 Supercarretera,kilometro 13 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
554,Kilometro 13 Avenida San Blas,km 13 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
555,Kilometro 13 Avenida San Blas,km13 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
556,Kilometro 13 Avenida San Blas,13 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
557,Kilometro 13 Avenida San Blas,kilometro 13 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
558,Kilometro 14,km 14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
559,Kilometro 14,km14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
560,Kilometro 14,kilometro 14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
561,Kilometro 14,k 14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
562,Kilometro 14,k14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
563,Kilometro 14,kilometro14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
564,Kilometro 14,14,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
565,Kilometro 14 Monday,km 14 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
566,Kilometro 14 Monday,km14 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
567,Kilometro 14 Monday,14 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
568,Kilometro 14 Monday,kilometro 14 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
569,Kilometro 14 Acaray,km 14 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
570,Kilometro 14 Acaray,km14 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
571,Kilometro 14 Acaray,14 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
572,Kilometro 14 Acaray,kilometro 14 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
573,Kilometro 14 Ruta Py02,km 14 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
574,Kilometro 14 Ruta Py02,km14 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
575,Kilometro 14 Ruta Py02,14 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
576,Kilometro 14 Ruta Py02,kilometro 14 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
577,Kilometro 14 Ruta 2,km 14 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
578,Kilometro 14 Ruta 2,km14 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
579,Kilometro 14 Ruta 2,14 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
580,Kilometro 14 Ruta 2,kilometro 14 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
581,Kilometro 14 Supercarretera,km 14 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
582,Kilometro 14 Supercarretera,km14 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
583,Kilometro 14 Supercarretera,14 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
584,Kilometro 14 Supercarretera,kilometro 14 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
585,Kilometro 14 Avenida San Blas,km 14 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
586,Kilometro 14 Avenida San Blas,km14 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
587,Kilometro 14 Avenida San Blas,14 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
588,Kilometro 14 Avenida San Blas,kilometro 14 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
589,Kilometro 15,km 15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
590,Kilometro 15,km15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
591,Kilometro 15,kilometro 15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
592,Kilometro 15,k 15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
593,Kilometro 15,k15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
594,Kilometro 15,kilometro15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
595,Kilometro 15,15,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
596,Kilometro 15 Monday,km 15 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
597,Kilometro 15 Monday,km15 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
598,Kilometro 15 Monday,15 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
599,Kilometro 15 Monday,kilometro 15 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
600,Kilometro 15 Acaray,km 15 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
601,Kilometro 15 Acaray,km15 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
602,Kilometro 15 Acaray,15 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
603,Kilometro 15 Acaray,kilometro 15 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
604,Kilometro 15 Ruta Py02,km 15 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
605,Kilometro 15 Ruta Py02,km15 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
606,Kilometro 15 Ruta Py02,15 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
607,Kilometro 15 Ruta Py02,kilometro 15 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
608,Kilometro 15 Ruta 2,km 15 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
609,Kilometro 15 Ruta 2,km15 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
610,Kilometro 15 Ruta 2,15 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
611,Kilometro 15 Ruta 2,kilometro 15 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
612,Kilometro 15 Supercarretera,km 15 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
613,Kilometro 15 Supercarretera,km15 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
614,Kilometro 15 Supercarretera,15 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
615,Kilometro 15 Supercarretera,kilometro 15 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
616,Kilometro 15 Avenida San Blas,km 15 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
617,Kilometro 15 Avenida San Blas,km15 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
618,Kilometro 15 Avenida San Blas,15 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
619,Kilometro 15 Avenida San Blas,kilometro 15 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
620,Kilometro 16,km 16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
621,Kilometro 16,km16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
622,Kilometro 16,kilometro 16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
623,Kilometro 16,k 16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
624,Kilometro 16,k16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
625,Kilometro 16,kilometro16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
626,Kilometro 16,16,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
627,Kilometro 16 Monday,km 16 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
628,Kilometro 16 Monday,km16 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
629,Kilometro 16 Monday,16 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
630,Kilometro 16 Monday,kilometro 16 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
631,Kilometro 16 Acaray,km 16 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
632,Kilometro 16 Acaray,km16 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
633,Kilometro 16 Acaray,16 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
634,Kilometro 16 Acaray,kilometro 16 acaray,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
635,Kilometro 16 Ruta Py02,km 16 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
636,Kilometro 16 Ruta Py02,km16 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
637,Kilometro 16 Ruta Py02,16 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
638,Kilometro 16 Ruta Py02,kilometro 16 ruta py02,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
639,Kilometro 16 Ruta 2,km 16 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
640,Kilometro 16 Ruta 2,km16 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
641,Kilometro 16 Ruta 2,16 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
642,Kilometro 16 Ruta 2,kilometro 16 ruta 2,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
643,Kilometro 16 Supercarretera,km 16 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
644,Kilometro 16 Supercarretera,km16 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
645,Kilometro 16 Supercarretera,16 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
646,Kilometro 16 Supercarretera,kilometro 16 supercarretera,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
647,Kilometro 16 Avenida San Blas,km 16 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
648,Kilometro 16 Avenida San Blas,km16 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
649,Kilometro 16 Avenida San Blas,16 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
650,Kilometro 16 Avenida San Blas,kilometro 16 avenida san blas,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
651,Kilometro 17,km 17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
652,Kilometro 17,km17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
653,Kilometro 17,kilometro 17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
654,Kilometro 17,k 17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
655,Kilometro 17,k17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
656,Kilometro 17,kilometro17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
657,Kilometro 17,17,km,Ciudad del Este,km,80,,,generado_por_regla,KM genérico
658,Kilometro 17 Monday,km 17 monday,km_lado,Ciudad del Este,km_lado,88,,,generado_por_regla,Combinación km + lado local
